pick_date,parlay_rank,bet_status,parlay_lock_rule,earliest_minutes_to_game,leg1_player,leg1_team,leg1_opponent,leg1_odds,leg1_probability,leg1_lineup_slot,leg1_projected_pa,leg2_player,leg2_team,leg2_opponent,leg2_odds,leg2_probability,leg2_lineup_slot,leg2_projected_pa,combined_decimal_odds,combined_american_odds,parlay_probability,parlay_ev_per_dollar,recommended_stake,expected_profit,confidence,parlay_score,selection_pool,correlation_note,why_sharpie_likes_it,sharpie_concern,actual_leg1_hit,actual_leg2_hit,actual_parlay_hit,profit
2026-06-09,1,Locked,"LOCKED by earliest leg: 40 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",39.5,Brandon Lowe,PIT,LAD,-185.0,0.6614295840019484,2.0,4.42,Jordan Walker,STL,NYM,-170.0,0.6488528078126021,4.0,4.28,2.446740858505565,145,0.4291704427499856,0.050068857539313,10.0,0.50068857539313,Watchlist,60.04881674643029,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,1.0,0.0,-10.0
2026-06-10,1,Preferred Rank 2+3,HOLD until earliest leg reaches 60-minute parlay window (-530 minutes to first pitch).,-530.4,Mickey Gasper,BOS,TB,-162.0,0.6292545280154146,5.0,4.15,James Wood,WSH,SF,-205.0,0.68384002965752,1.0,4.62,2.406202950918398,141,0.4303094351001899,0.0354118325461059,0.0,0.0,Watchlist,56.162843711623886,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,1.0,0.0,-0.0
2026-06-11,1,Pass,Parlay game-time check unavailable; keep as watchlist until start times refresh.,,Dominic Smith,ATL,CWS,-200.0,0.6703579999999999,4.0,4.28,Liam Hicks,MIA,AZ,-249.0,0.7033139999999999,1.0,4.54,2.1024096385542173,110,0.4714721664119998,-0.0087723730253735,0.0,-0.0,Watchlist,64.62581434630263,Full Board Fallback,Different-game legs: cleaner risk split and lower shared downside.,"Full Board Fallback: Dominic Smith and Liam Hicks both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +110 with modeled success near 47.1%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",,,,
2026-06-12,1,Locked,"LOCKED by earliest leg: 37 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",36.6,Sam Antonacci,CWS,LAD,-213.0,0.7093612855106487,1.0,4.54,Ben Rice,NYY,TOR,-212.0,0.6894115008659355,2.0,4.5,2.162636194525645,116,0.4890418285000857,0.0576195589512884,10.0,0.5761955895128845,Watchlist,67.99488389013484,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,0.0,0.0,-10.0
2026-06-13,1,Locked,"LOCKED by earliest leg: 35 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",34.6,James Wood,WSH,SEA,-221.0,0.701440486725711,1.0,4.54,Miguel Vargas,CWS,LAD,-195.0,0.6869185545220926,2.0,4.42,2.1973546815175773,120,0.4818324852248985,0.0587568671161796,10.0,0.5875686711617967,Watchlist,68.60396067736086,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,0.0,0.0,-10.0
2026-06-14,1,Locked,"LOCKED by earliest leg: 40 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",39.5,Sam Antonacci,CWS,LAD,-203.0,0.6919155234403433,1.0,4.54,Bryce Harper,PHI,MIL,-165.0,0.6534124603931133,3.0,4.38,2.397223466188984,140,0.4521062245553436,0.0837996507141756,10.0,0.8379965071417561,Medium,65.52740079029161,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,0.0,0.0,-10.0
2026-06-15,1,Hold,HOLD until earliest leg reaches 60-minute parlay window (-24 minutes to first pitch).,-23.7,Max Muncy (ATH),ATH,PIT,-183.0,0.6584852459734293,5.0,4.07,Max Muncy (LAD),ATH,TB,-205.0,0.6420021501280759,5.0,4.07,2.3008130081300817,130,0.3804740493683009,-0.1246003579574862,0.0,0.0,Watchlist,35.17314766003244,Sharpie Hold Watchlist,"Same-team parlay: higher upside if the lineup rolls, but shared pitcher/weather downside gets a haircut.",Sharpie is holding the Rank 2+3 parlay idea while the straight-card legs remain flexible. No parlay stake is committed until the earliest leg reaches the one-hour parlay window.,"This replaces the old full-board fallback behavior. Sharpie can rotate these legs during 30-minute refreshes, so this parlay is not accountable yet.",1.0,1.0,1.0,0.0
2026-06-16,1,Locked,"LOCKED by earliest leg: 15 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",14.6,Wilyer Abreu,BOS,TOR,-162.0,0.6317188997627752,3.0,4.3,Trevor Larnach,MIN,TEX,-153.0,0.621493285905525,1.0,4.62,2.6743322843540707,167,0.3926090547821901,0.0499670703337469,10.0,0.4996707033374692,Watchlist,55.479340868128,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,1.0,0.0,-10.0
2026-06-17,1,Preferred Rank 2+3,HOLD until earliest leg reaches 60-minute parlay window (-387 minutes to first pitch).,-387.0,Mike Trout,LAA,AZ,-184.0,0.6774772206484865,2.0,4.5,Ben Rice,NYY,CWS,-225.0,0.7126456319786525,2.0,4.42,2.229468599033817,123,0.4828011820601816,0.0763900749795837,0.0,0.0,Watchlist,70.43509024217109,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,1.0,1.0,0.0
2026-06-18,1,Locked,"LOCKED by earliest leg: 40 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",39.6,Taylor Ward,BAL,SEA,-171.0,0.6391289704387464,1.0,4.62,J.P. Crawford,SEA,BAL,-192.0,0.6721417597101973,1.0,4.54,2.41020955165692,141,0.4038101546201177,-0.0267329082785344,10.0,-0.2673290827853447,Watchlist,50.5934199955548,Sharpie Rank 2+3 Preferred,Same-game or shared-opponent exposure: slight correlation haircut applied.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,0.0,0.0,-10.0
2026-06-19,1,Locked,"LOCKED by earliest leg: 58 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",57.8,JJ Bleday,CIN,NYY,-161.0,0.6381831974097241,2.0,4.5,James Wood,WSH,TB,-222.0,0.7002186849616627,1.0,4.62,2.351351351351352,135,0.4468677992548662,0.0507432036533339,10.0,0.5074320365333396,Watchlist,62.35506631317403,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,0.0,0.0,-10.0
2026-06-20,1,Preferred Rank 2+3,HOLD until earliest leg reaches 60-minute parlay window (-358 minutes to first pitch).,-357.8,Brice Turang,MIL,ATL,-180.0,0.6681288845319233,2.0,4.5,Taylor Ward,BAL,LAD,-148.0,0.6401622205212331,1.0,4.62,2.6066066066066065,161,0.4277108703163305,0.1148739802840087,0.0,0.0,Medium,70.42715895054401,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,1.0,0.0,-0.0
2026-06-21,1,Locked,"LOCKED by earliest leg: 57 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",56.7,Nathaniel Lowe,CIN,NYY,-156.0,0.6183998249247161,4.0,4.28,JJ Bleday,CIN,NYY,-183.0,0.6889018503368245,2.0,4.5,2.5377609639904724,154,0.3834151052747447,-0.0269841128294553,10.0,-0.2698411282945534,Watchlist,53.140646086286594,Sharpie Rank 2+3 Preferred,"Same-team parlay: higher upside if the lineup rolls, but shared pitcher/weather downside gets a haircut.","Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,0.0,0.0,-10.0
2026-06-22,1,Locked,"LOCKED by earliest leg: 58 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",58.1,Yordan Alvarez,HOU,TOR,-236.0,0.7217848962837946,2.0,4.5,Travis Bazzana,CLE,CWS,-167.0,0.6374217226636697,1.0,4.62,2.2762610372475387,128,0.4600813719818345,0.0472653010056413,10.0,0.472653010056413,Watchlist,61.93222613929255,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,1.0,1.0,12.762610372475386
2026-06-23,1,Locked,"LOCKED by earliest leg: 1 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",0.8,Miguel Vargas,CWS,CLE,-189.0,0.6662349318427961,1.0,4.54,Taylor Ward,BAL,LAA,-204.0,0.6830775444867107,1.0,4.62,2.2786596119929454,128,0.4550901212944482,0.0369954792106298,10.0,0.3699547921062984,Watchlist,62.55585641167436,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",1.0,0.0,0.0,-10.0
2026-06-24,1,Locked,"LOCKED by earliest leg: 40 minutes to first pitch. For parlays, the first game controls the ticket deadline even when later legs start after it.",39.6,Nick Loftin,KC,TB,-173.0,0.6464536903241533,2.0,4.5,Yordan Alvarez,HOU,TOR,-215.0,0.7164493974305596,2.0,4.5,2.312004301653448,131,0.4631513568995012,0.070807929468278,10.0,0.7080792946827807,Watchlist,68.00138792979288,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,0.0,0.0,-10.0
2026-06-25,1,Preferred Rank 2+3,HOLD until earliest leg reaches 60-minute parlay window (-600 minutes to first pitch).,-599.5,Jac Caglianone,KC,TB,-192.0,0.6665330760128425,3.0,4.38,James Wood,WSH,PHI,-192.0,0.6746429488709992,1.0,4.54,2.312934027777778,131,0.4496718399213619,0.0400612998875599,0.0,0.0,Watchlist,61.483158783251326,Sharpie Rank 2+3 Preferred,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie is currently prioritizing the Rank 2+3 two-leg parlay because the fixed-rank backtest has outperformed Rank 1+2, Rank 1+3, and betting every combo. If either leg is an early game, that leg controls the ticket deadline.","This is now a conviction-first parlay rule, but no stake is committed until the earliest leg reaches the one-hour parlay lock window. Sharpie will keep tracking all pair combos daily and should stop favoring Rank 2+3 if its rolling hit rate or ROI loses the lead.",0.0,0.0,0.0,-0.0
2026-06-26,1,Qualified,HOLD until earliest leg reaches 60-minute parlay window (79 minutes to first pitch).,78.9,Max Muncy (ATH),ATH,LAA,-152.0,0.6677730607149086,5.0,4.15,Yordan Alvarez,HOU,DET,-272.0,0.7427878117598993,2.0,4.5,2.267414860681115,127,0.4960136905206373,0.1246688129877765,8.0,0.9973505039022124,Medium,79.68783963522226,Sharpie Top 3,Different-game legs: cleaner risk split and lower shared downside.,"Sharpie Top 3: Max Muncy (ATH) and Yordan Alvarez both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +127 with modeled success near 49.6%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,0.0,0.0,-8.0
2026-06-27,1,Hold,Parlay game-time check unavailable; keep as watchlist until start times refresh.,,Fernando Tatis Jr.,SD,LAD,-234.0,0.6482160943371053,1.0,4.54,Luis García Jr.,WSH,BAL,-255.0,0.6502246727917688,2.0,4.5,1.987095692978046,-101,0.4214860978387025,-0.1624667903345909,0.0,0.0,Watchlist,32.757347815250085,Sharpie Hold Watchlist,Different-game legs: cleaner risk split and lower shared downside.,Sharpie is holding the Rank 2+3 parlay idea while the straight-card legs remain flexible. No parlay stake is committed until the earliest leg reaches the one-hour parlay window.,"This replaces the old full-board fallback behavior. Sharpie can rotate these legs during 30-minute refreshes, so this parlay is not accountable yet.",1.0,1.0,1.0,0.0
2026-06-28,1,Qualified,Parlay game-time check unavailable; keep as watchlist until start times refresh.,,Max Muncy,LAD,SD,-139.0,0.6452140000000001,5.0,4.15,Richie Palacios,TB,AZ,-150.0,0.674608,1.0,4.54,2.8657074340527573,187,0.435266526112,0.2473465196734769,8.0,1.978772157387816,Medium,88.7033087951877,Full Board Fallback,Different-game legs: cleaner risk split and lower shared downside.,"Full Board Fallback: Max Muncy and Richie Palacios both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +187 with modeled success near 43.5%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",0.0,0.0,0.0,-8.0
2026-06-29,1,Qualified,Parlay game-time check unavailable; keep as watchlist until start times refresh.,,Andrés Chaparro,WSH,BOS,-137.0,0.644248,2.0,4.5,JJ Bleday,CIN,MIL,-157.0,0.640782,4.0,4.28,2.8317913431586774,183,0.412822521936,0.169027243879298,8.0,1.352217951034384,Medium,72.8003009234498,Full Board Fallback,Different-game legs: cleaner risk split and lower shared downside.,"Full Board Fallback: Andrés Chaparro and JJ Bleday both clear the probability, PA, lineup-slot, and model-agreement gates. Combined price is +183 with modeled success near 41.3%.","Two-leg hit parlays compound baseball variance, so Sharpie only stakes this when the combined EV clears the hurdle. Different-game legs: cleaner risk split and lower shared downside.",1.0,1.0,1.0,14.65433074526942
2026-06-30,1,Hold,HOLD until earliest leg reaches 60-minute parlay window (147 minutes to first pitch).,146.8,Vaughn Grissom,LAA,SEA,-186.0,0.6409136659360637,2.0,4.5,Casey Schmitt,SF,AZ,-247.0,0.6522246870051384,3.0,4.38,2.1601584606677986,116,0.4180197151624649,-0.097011175565858,0.0,0.0,Watchlist,38.560262504786735,Sharpie Hold Watchlist,Different-game legs: cleaner risk split and lower shared downside.,Sharpie is holding the Rank 2+3 parlay idea while the straight-card legs remain flexible. No parlay stake is committed until the earliest leg reaches the one-hour parlay window.,"This replaces the old full-board fallback behavior. Sharpie can rotate these legs during 30-minute refreshes, so this parlay is not accountable yet.",0.0,0.0,0.0,-0.0
